gen;original_env_id;genome_id;env0_fit;env1_fit;env2_fit;env3_fit;env4_fit;env5_fit;env6_fit
25; 0; 6948; 0.7414; 0.6499; -2.579; 0.2141; 0.6499; -0.0721; -3.1518
25; 0; 7004; 1.8036; 0.9051; 0.6978; -0.0993; 0.9001; 0.0229; 0.2087
25; 0; 6892; 1.8302; 1.2108; 0.7357; 0.2454; 1.5266; 0.44; 0.4032
25; 0; 5095; 2.0763; 0.8125; 2.2769; 2.4099; 2.6994; 0.5163; -0.7388
30; 0; 8583; -0.036; 0.2673; 0.2772; 0.1922; 0.2673; 0.0895; 0.2673
30; 0; 8622; 0.3393; 0.3798; 0.426; 0.181; 0.3798; 0.2487; 0.251
30; 0; 8175; 0.6738; 0.3877; 0.2145; 0.1996; 0.3877; 0.3574; 0.3877
30; 0; 8590; 0.4741; 0.5729; 0.5228; 0.1779; 0.5729; 0.3671; 0.3666
30; 0; 7983; 0.6037; 0.5825; 0.3782; 0.2546; 0.5825; 0.3137; 0.4606
30; 0; 8208; 1.662; 0.7642; 0.83; 0.3342; 0.7642; 0.5469; 0.5673
35; 0; 10210; -0.2615; 0.0934; 0.0934; 0.0989; 0.0934; 0.1043; 0.0934
35; 0; 10168; -0.0098; 0.0996; 0.0996; 0.0996; 0.0996; 0.1057; 0.0996
35; 0; 9967; 0.1215; 0.1636; 0.1636; 0.1145; 0.1636; 0.2586; 0.1636
35; 0; 10146; 0.7495; 0.7799; 0.7071; 0.188; 0.7799; 0.0982; 0.088
35; 0; 10197; 0.5463; 0.4958; 0.4223; 0.167; 0.4958; 0.3854; 0.3672
35; 0; 8981; 1.0234; 1.1109; 0.6911; 0.1898; 1.1172; 0.3848; 0.3941
40; 0; 10424; 1.0265; 0.5331; 0.6882; 0.1788; 0.5331; 0.3577; 0.3768
40; 0; 10961; 0.1149; 0.1832; 0.1832; 0.1832; 0.1832; 0.1891; 0.1832
40; 0; 8981; 1.0234; 1.1109; 0.6911; 0.1898; 1.1172; 0.3848; 0.3941
40; 0; 11594; 0.1514; 0.2282; 0.2282; 0.2282; 0.2282; 0.2392; 0.2282
40; 0; 11717; 1.6879; 0.9281; 2.9889; -0.9375; 1.1284; 1.5466; 1.5482
40; 0; 10472; 0.8204; 0.7964; 1.9881; 2.4444; 1.1792; 2.2812; 1.0419
45; 0; 13277; 0.1648; 0.14; 0.14; 0.14; 0.14; 0.1488; 0.14
45; 0; 13081; 1.6135; 1.09; 0.6513; 0.1896; 1.0918; 0.3566; 0.3523
45; 0; 13305; 1.6122; -2.2882; 0.6298; 0.1338; -2.2882; 0.385; 0.364
45; 0; 12776; 1.8396; 0.7616; 0.7444; 0.2305; 0.7616; 0.4506; 0.4121
45; 0; 12764; 2.2208; 1.1793; 0.8969; 0.4039; 1.1793; 0.5985; 0.6107
45; 0; 12709; 2.7773; 0.9953; 0.7029; 0.8621; 1.3667; -0.3152; -0.825
50; 0; 14912; 0.165; 0.1575; 0.1575; 0.1575; 0.1575; 0.2291; 0.1575
50; 0; 14858; 1.3336; 1.1431; 0.6927; 0.1966; 1.2651; 0.3864; 0.3922
50; 0; 14922; 1.1263; 0.5639; 0.6936; 0.2411; 0.5639; 0.2603; 0.3804
50; 0; 14835; 0.6276; 0.7193; 0.6621; 0.2678; 0.7193; 0.2927; 0.5175
50; 0; 12776; 1.8396; 0.7616; 0.7444; 0.2305; 0.7616; 0.4506; 0.4121
50; 0; 12709; 2.7773; 0.9953; 0.7029; 0.8621; 1.3667; -0.3152; -0.825
55; 0; 16659; -0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0
55; 0; 16660; -10000; -10000; -10000; -10000; -10000; -10000; -10000
55; 0; 16508; 0.8317; 0.6621; 0.687; 0.1879; 0.6621; 0.344; 0.3907
55; 0; 16582; 1.2087; 0.9009; 0.7031; 0.3773; 0.9009; 0.2172; 0.7775
55; 0; 15463; 2.4067; 1.0395; 0.5767; 0.2126; 1.2624; 0.4012; 0.4149
55; 0; 15052; 7.4323; 7.4256; 3.7491; 0.8403; 7.4286; -2.2049; 3.5689
60; 0; 18339; -0.2537; 0.2669; 0.2696; -0.2429; 0.2669; -0.8341; 0.2815
60; 0; 18340; -10000; -10000; -10000; -10000; -10000; -10000; -10000
60; 0; 17472; 1.7603; 0.7564; 0.7147; 0.2559; 0.7564; 0.3646; 0.4541
60; 0; 15463; 2.4067; 1.0395; 0.5767; 0.2126; 1.2624; 0.4012; 0.4149
60; 0; 18283; 3.183; 0.4265; 0.4432; -1.1192; 0.4265; 0.0571; 0.1835
60; 0; 15052; 7.4323; 7.4256; 3.7491; 0.8403; 7.4286; -2.2049; 3.5689
65; 0; 20017; -2.6541; -2.6453; -2.7774; -2.6453; -2.6453; -2.5889; -2.7628
65; 0; 20018; -10000; -10000; -10000; -10000; -10000; -10000; -10000
65; 0; 19867; 0.353; 0.3639; 0.3006; 0.1881; 0.3639; 0.3772; 0.3132
65; 0; 19962; 0.0381; 0.3945; 0.1685; 0.0594; 0.3945; 0.1672; 0.3694
65; 0; 19902; 2.7887; 0.6123; 0.66; 0.1954; 0.6123; 0.7262; 0.3925
65; 0; 15052; 7.4323; 7.4256; 3.7491; 0.8403; 7.4286; -2.2049; 3.5689
70; 0; 21557; -0.0101; -0.0071; -0.0071; -0.0071; -0.0071; -0.0192; -0.0071
70; 0; 21564; 0.5637; 0.527; 0.6072; 0.1723; 0.527; 0.3654; 0.3845
70; 0; 21598; 5.1658; 1.287; 0.8904; 1.3226; 2.0479; 0.5664; 1.8558
70; 0; 21171; 2.728; -1.5509; -2.5013; -1.5621; 0.0807; -2.3966; -1.7955
70; 0; 21586; 0.2135; 0.8073; -0.6378; -1.9245; 0.8073; -0.7208; -1.9181
70; 0; 15052; 7.4323; 7.4256; 3.7491; 0.8403; 7.4286; -2.2049; 3.5689
75; 0; 23304; -10000; -10000; -10000; -10000; -10000; -10000; -10000
75; 0; 23305; -10000; -10000; -10000; -10000; -10000; -10000; -10000
75; 0; 23207; 0.3204; 0.5098; 0.5365; 0.1003; 0.5098; 0.1587; 0.2974
75; 0; 22372; 1.4295; 1.0908; 0.663; 0.2468; 1.4942; 0.4204; 0.3687
75; 0; 21984; 7.4621; 2.8096; 0.9415; 4.5438; 2.3716; 3.6315; 3.0616
75; 0; 15052; 7.4323; 7.4256; 3.7491; 0.8403; 7.4286; -2.2049; 3.5689
80; 0; 24771; 0.1841; 0.1293; 0.1293; 0.1293; 0.1293; 0.1398; 0.1293
80; 0; 24877; 0.1688; 0.1352; 0.1352; 0.1347; 0.1352; 0.1387; 0.1352
80; 0; 24887; 0.582; 0.6347; 0.5457; 0.12; 0.6347; 0.2884; 0.4156
80; 0; 24838; 0.853; 1.0882; -1.5238; -2.0862; 1.1447; -0.8521; 0.3435
80; 0; 23567; 5.1616; 1.4885; 0.6741; 1.3428; 1.9879; -0.9451; 0.9635
80; 0; 15052; 7.4323; 7.4256; 3.7491; 0.8403; 7.4286; -2.2049; 3.5689
85; 0; 26508; 0.0896; 0.3419; 0.3921; 0.2247; 0.3419; 0.392; 0.3419
85; 0; 26443; 1.7908; 1.1661; 0.3815; 1.0151; 0.2702; -2.1458; 0.1031
85; 0; 26396; 0.1259; 0.6765; 0.5238; 0.1435; 0.6765; 0.3565; 0.3715
85; 0; 26025; 0.5854; 0.6113; 0.4375; 0.1438; 0.6113; 0.3818; 0.2687
85; 0; 26066; 1.067; 0.7707; 0.6679; 0.1659; 0.7707; 0.3687; 0.3687
85; 0; 15052; 7.4323; 7.4256; 3.7491; 0.8403; 7.4286; -2.2049; 3.5689
90; 0; 27822; 0.0946; 0.3152; 0.3152; 0.3152; 0.3152; 0.251; 0.3152
90; 0; 27984; 0.5563; 0.5517; 0.5253; 0.1932; 0.5517; 0.3961; 0.3932
90; 0; 28003; 0.8398; 1.0884; 0.8009; 0.1461; 1.2143; 0.391; 0.382
90; 0; 27982; 0.4471; 1.0808; 0.2346; -0.4751; 1.0808; 2.7933; -0.3185
90; 0; 27461; 5.1195; 1.2648; 0.9614; 2.2791; 2.8875; 0.5714; 0.4498
90; 0; 15052; 7.4323; 7.4256; 3.7491; 0.8403; 7.4286; -2.2049; 3.5689
95; 0; 28379; 0.193; 0.4277; 0.3616; 0.4536; 0.4277; 0.2091; 0.1545
95; 0; 29391; 0.4923; -0.0052; -0.0052; -0.0052; -0.0052; -0.0027; -0.0052
95; 0; 29199; 1.8348; 1.2029; 0.6802; 0.1397; 1.2542; 0.3677; 0.3553
95; 0; 29335; 2.0461; 0.6354; 0.6663; 0.0547; 0.6354; 0.402; 0.3753
95; 0; 15052; 7.4323; 7.4256; 3.7491; 0.8403; 7.4286; -2.2049; 3.5689
95; 0; 28307; 7.4843; 0.9003; 0.7586; 3.3949; 2.6991; 2.7906; 3.753
100; 0; 30969; 0.9385; 1.1045; 0.69; 0.1607; 1.2355; 0.3567; 0.3728
100; 0; 29643; 1.6425; 1.0347; 0.7151; 0.19; 1.1806; 0.3576; 0.371
100; 0; 30951; 2.2242; 0.9783; 0.4244; 0.1641; 1.3861; 0.185; 0.312
100; 0; 30979; 4.4295; 3.3582; 0.7969; 1.2665; 2.4316; -1.2348; 0.8344
100; 0; 30965; 4.7683; 0.7315; -0.2717; -1.635; 0.7319; -2.8853; -0.071
100; 0; 15052; 7.4323; 7.4256; 3.7491; 0.8403; 7.4286; -2.2049; 3.5689
105; 0; 32430; 0.3819; 0.5102; 0.4437; -1.5164; 0.5102; 0.3226; 0.4064
105; 0; 32345; 0.6654; 0.6553; 0.3391; 0.1992; 0.6553; 0.335; 0.3994
105; 0; 31735; 1.7104; 0.7095; 0.6924; 0.1909; 0.7095; 0.3867; 0.3877
105; 0; 32447; 1.2564; 1.2325; 0.1584; -2.468; 1.3362; 0.1563; -0.2305
105; 0; 32121; 3.015; -0.4792; -1.1394; -0.4616; -0.8346; -1.0197; 3.5713
105; 0; 15052; 7.4323; 7.4256; 3.7491; 0.8403; 7.4286; -2.2049; 3.5689
110; 0; 33982; 0.14; 0.3745; 0.3154; 0.38; 0.3745; 0.3152; 0.3745
110; 0; 33926; 0.4715; 0.4015; 0.2038; 0.0448; 0.4015; 0.1578; 0.2759
110; 0; 33935; 1.503; 0.9002; 0.6665; 0.1667; 0.9002; 0.3672; 0.3682
110; 0; 33784; 1.503; 0.4515; 0.6653; 0.1679; 0.4515; 0.3663; 0.3687
110; 0; 33895; 0.1838; 0.4943; 0.3476; 0.8059; 0.4943; -0.0535; 0.5854
110; 0; 15052; 7.4323; 7.4256; 3.7491; 0.8403; 7.4286; -2.2049; 3.5689
115; 0; 34702; 0.1198; 0.3304; 0.3304; 0.3304; 0.3304; 0.3191; 0.3304
115; 0; 35592; 0.2157; 0.1883; 0.1883; 0.1546; 0.1883; 0.0345; 0.1883
115; 0; 35619; 1.0052; -0.0176; -0.0176; -0.0176; -0.0176; -0.0124; -0.0176
115; 0; 35614; 1.1575; -0.0176; -0.0176; -0.0176; -0.0176; 0.4255; -0.0176
115; 0; 35586; 3.2529; 3.465; 4.1951; 4.2218; 3.792; 7.4722; 0.2838
115; 0; 15052; 7.4323; 7.4256; 3.7491; 0.8403; 7.4286; -2.2049; 3.5689
120; 0; 37074; 0.0892; 0.1198; 0.1198; 0.1198; 0.1198; 0.1223; 0.1198
120; 0; 36988; 2.1877; 1.6616; 2.1476; 0.9733; 1.8056; -0.715; 0.3486
120; 0; 37130; 0.6401; 0.5336; 0.4898; 0.1507; 0.5336; 0.3455; 0.3385
120; 0; 37172; 1.0544; 0.6205; 0.6462; 0.2035; 0.6205; 0.3722; 0.3913
120; 0; 37175; 1.1281; 1.0074; 0.686; 0.1732; 1.0073; 0.3549; 0.3776
120; 0; 36931; 2.2541; -1.3255; 1.9743; 4.0701; 3.444; -0.6231; -0.8208
125; 0; 38281; 0.9756; 0.762; 0.64; 0.1627; 0.762; 0.2867; 0.357
125; 0; 38820; 0.1276; 0.214; 0.214; 0.214; 0.214; 0.2239; 0.214
125; 0; 38673; 0.1329; 0.3734; 0.4127; 0.2421; 0.3734; 0.4127; 0.3734
125; 0; 37409; 0.9433; 0.8561; 0.6284; 0.2586; 0.8561; 0.5751; 0.4617
125; 0; 38538; 0.291; 0.9761; 0.6492; 0.9833; 1.1862; -0.7889; 0.3738
125; 0; 36931; 2.2541; -1.3255; 1.9743; 4.0701; 3.444; -0.6231; -0.8208
130; 0; 40359; -0.1603; 0.0241; 0.0241; 0.119; 0.0241; 0.0175; 0.0241
130; 0; 40345; 1.503; 0.4515; 0.6653; 0.1679; 0.4515; 0.3663; 0.3687
130; 0; 40016; 1.503; 1.1531; 0.6676; 0.1684; 1.379; 0.366; 0.3683
130; 0; 40349; 0.1219; 0.1989; 0.1989; 0.1989; 0.1989; 0.0254; 0.1989
130; 0; 40213; 0.2514; 0.2599; 0.2599; 0.2599; 0.2599; 0.0369; 0.2599
130; 0; 36931; 2.2541; -1.3255; 1.9743; 4.0701; 3.444; -0.6231; -0.8208
135; 0; 42043; -10000; -10000; -10000; -10000; -10000; -10000; -10000
135; 0; 42044; -10000; -10000; -10000; -10000; -10000; -10000; -10000
135; 0; 41792; 0.1317; 0.3734; 0.4127; 0.2421; 0.3734; 0.4127; 0.3734
135; 0; 41526; 0.9449; 0.8341; 0.3192; 0.3415; 0.8341; 0.2962; 0.4184
135; 0; 41762; 2.3217; 0.8128; 1.7994; 3.2244; 2.8655; -1.307; 1.4882
135; 0; 36931; 2.2541; -1.3255; 1.9743; 4.0701; 3.444; -0.6231; -0.8208
140; 0; 43597; 0.1138; 0.6915; -0.8985; 0.1946; 0.6915; -0.1979; -1.0605
140; 0; 41526; 0.9449; 0.8341; 0.3192; 0.3415; 0.8341; 0.2962; 0.4184
140; 0; 43380; 1.7945; 1.2354; 0.832; 0.3322; 1.2052; 0.2466; 0.5372
140; 0; 43050; 0.1165; 0.4824; 0.4116; 0.4976; 0.4824; 0.0599; 0.2657
140; 0; 43461; 2.5768; 1.0916; 1.049; 1.0246; 1.2743; 0.2745; 1.6332
140; 0; 36931; 2.2541; -1.3255; 1.9743; 4.0701; 3.444; -0.6231; -0.8208
145; 0; 45155; 1.51; 0.837; 0.6698; 0.1682; 0.837; 0.3701; 0.3676
145; 0; 45106; 1.0831; 1.1167; 0.6454; 0.1831; 1.1159; 0.3834; 0.3849
145; 0; 45227; 0.2292; 0.2677; 0.2677; 0.2677; 0.2677; -0.0484; 0.2677
145; 0; 43380; 1.7945; 1.2354; 0.832; 0.3322; 1.2052; 0.2466; 0.5372
145; 0; 45239; 2.7352; 3.6509; 1.2898; 3.9928; 4.3618; -2.609; 0.6789
145; 0; 36931; 2.2541; -1.3255; 1.9743; 4.0701; 3.444; -0.6231; -0.8208
150; 0; 46684; 0.1329; 0.3734; 0.4127; 0.2421; 0.3734; 0.4127; 0.3734
150; 0; 46182; 1.1183; 0.9728; 0.526; 0.1649; 0.9728; 0.3928; 0.3532
150; 0; 46436; 1.503; 0.4526; 0.6653; 0.1664; 0.4526; 0.3663; 0.3687
150; 0; 46772; 0.268; 0.5693; 0.4466; 0.4228; 0.5693; -1.2128; 0.5367
150; 0; 45726; 4.0506; 3.8447; -0.1664; 2.3711; 3.8538; -1.1406; 3.2414
150; 0; 45753; 1.3812; 1.5533; 3.3472; 1.2304; 1.5816; 0.2959; 3.3098
155; 0; 48323; 0.4103; 0.184; 0.184; 0.184; 0.184; 0.1767; 0.184
155; 0; 48292; 0.2502; 0.0845; 0.2065; 0.1611; 0.0845; 0.0929; 0.2539
155; 0; 48348; 0.0679; 0.3261; 0.3343; -0.0124; 0.3261; 0.232; 0.3261
155; 0; 48242; -1.0944; 0.4991; 0.5549; 0.1871; 0.4991; 0.1462; 0.3902
155; 0; 47862; 1.5359; 1.1247; 0.6698; 0.17; 1.1247; 0.3674; 0.3695
155; 0; 46983; 2.2368; 1.4752; 1.0915; 5.0477; 4.4846; 3.2369; 1.3372
160; 0; 49815; 0.1195; 0.1219; 0.1219; 0.1219; 0.1219; 0.0685; 0.1219
160; 0; 49833; 0.1882; 0.0994; 0.0994; 0.0994; 0.0994; 0.1012; 0.0994
160; 0; 49955; 1.2174; -0.0176; -0.0176; -0.0176; -0.0176; -0.0124; -0.0176
160; 0; 49736; 1.503; 0.4515; 0.6653; 0.1679; 0.4515; 0.3663; 0.3687
160; 0; 49960; 1.5031; 1.1575; 0.6699; 0.1665; 1.4041; 0.3657; 0.3728
160; 0; 49861; 1.5063; 1.1198; 0.6719; 0.1697; 1.1198; 0.368; 0.3714
165; 0; 51496; 0.1004; 0.1631; 0.1631; 0.1631; 0.1631; 0.1767; 0.1631
165; 0; 51484; 0.1977; 0.3; 0.2635; 0.2036; 0.3; -2.9998; 0.2813
165; 0; 51294; 0.1329; 0.3734; 0.4127; 0.2421; 0.3734; 0.4127; 0.3734
165; 0; 51168; 0.1329; 0.3734; 0.4127; 0.2421; 0.3734; 0.4127; 0.3734
165; 0; 51392; 2.6949; 1.1704; 0.711; 0.0259; 1.1704; 0.1723; 0.1765
165; 0; 51310; 2.1674; 1.1302; 0.772; 0.3512; 1.1302; 0.3504; 0.4638
170; 0; 53006; 0.2274; 0.1235; 0.1235; 0.1253; 0.1235; 0.1458; 0.1235
170; 0; 53064; 0.3492; 0.1035; 0.1035; 0.1035; 0.1035; 0.1572; 0.1035
170; 0; 52837; 1.0928; 0.9276; 0.8555; 0.4889; 0.9276; 0.2985; 0.6655
170; 0; 53087; 1.5461; 0.3144; 0.3368; 0.1572; 0.3144; 0.3307; 0.3144
170; 0; 53034; 2.0824; 1.1704; 0.2281; 0.1269; 1.1704; 0.2684; 0.1842
170; 0; 52545; 2.862; 1.0883; 0.711; 0.1716; 1.339; 0.1723; 0.1765
175; 0; 54635; 0.4024; 0.1; 0.1; 0.101; 0.1; 0.1062; 0.1
175; 0; 54504; 0.3484; 0.3246; 0.2777; 0.1205; 0.3246; 0.2852; 0.2905
175; 0; 54480; 2.1643; 0.6521; 0.3452; 0.178; 0.6521; 0.3452; 0.384
175; 0; 54639; 0.9602; 0.6459; 0.6972; 0.1894; 0.6459; 0.3942; 0.3968
175; 0; 54456; -0.0; 7.4548; 7.4886; 7.4548; 7.4548; -0.0002; 7.4917
175; 0; 54593; -0.0554; 7.4548; 7.4886; 7.4548; 7.4548; -7.3403; 7.4917
180; 0; 56330; -10000; -10000; -10000; -10000; -10000; -10000; -10000
180; 0; 56331; -3.4192; 1.773; -1.7512; -2.6177; 2.3257; 0.3866; 0.9457
180; 0; 56220; 0.0909; 0.1007; 0.1007; 0.1007; 0.1007; 0.0899; 0.1007
180; 0; 56235; 0.3306; 0.1154; 0.1154; 0.1154; 0.1154; 0.1153; 0.1154
180; 0; 55859; 0.5409; 2.2547; -3.0179; 1.2918; 1.9489; 0.3588; -0.83
180; 0; 56273; 1.2431; 1.0051; 0.766; -1.2201; 1.0051; 0.4867; -2.7615
185; 0; 55859; 0.5409; 2.2547; -3.0179; 1.2918; 1.9489; 0.3588; -0.83
185; 0; 57692; 0.9083; -0.103; -0.103; -0.103; -0.103; 0.0764; -0.103
185; 0; 57575; 1.3304; 0.6034; 0.6978; 0.1875; 0.6034; 0.3906; 0.3897
185; 0; 57698; 1.6397; -0.0366; -0.0366; -0.0366; -0.0366; -0.055; -0.0366
185; 0; 57451; 2.9133; 1.1459; 0.6454; 0.1462; 1.3676; 0.3494; 0.3518
185; 0; 57490; 3.7442; 1.1206; 0.6218; 0.1287; 1.5; 0.3169; 0.3328
190; 0; 59047; 0.1028; 0.4577; 0.3049; 0.2105; 0.4577; 0.092; 0.236
190; 0; 59294; 0.3262; 0.15; 0.15; 0.15; 0.15; 0.0028; 0.15
190; 0; 59299; 0.4797; -0.0052; -0.0052; -0.0052; -0.0052; -0.0027; -0.0052
190; 0; 58929; 0.8586; 1.2029; 0.7523; 0.2834; 1.2029; 0.4678; 0.4871
190; 0; 59290; 1.0387; -0.0129; -0.0129; -0.0129; -0.0129; -0.0089; -0.0129
190; 0; 59297; 1.2174; -0.0176; -0.0176; -0.0176; -0.0176; -0.0124; -0.0176
195; 0; 60268; 0.276; 0.1987; 0.1987; 0.1987; 0.1987; 0.1739; 0.1987
195; 0; 60743; 0.1183; 0.2264; 0.2189; 0.072; 0.2264; 0.2001; 0.2264
195; 0; 60538; 0.1976; 0.2467; 0.2467; 0.1379; 0.2467; 0.3151; 0.2467
195; 0; 60762; -0.0962; 0.257; 0.2861; 0.0464; 0.257; 0.3107; 0.257
195; 0; 60361; 1.1456; 1.0038; -0.1546; 1.0821; 0.9858; 0.1407; -1.4471
195; 0; 60716; 0.9219; 0.8106; 0.0321; 1.0405; 1.13; -0.3171; -0.0295
200; 0; 62314; 0.2978; 0.111; 0.111; 0.1166; 0.111; -3.5534; 0.111
200; 0; 62302; 0.3116; 0.1182; 0.1182; 0.1182; 0.1182; 0.1206; 0.1182
200; 0; 62338; 0.1669; 0.1438; 0.1438; 0.1438; 0.1438; 0.1633; 0.1438
200; 0; 62275; 0.181; 0.3616; 0.3399; 0.1545; 0.3616; 0.3399; 0.3616
200; 0; 62139; 0.2275; 0.2307; 0.2307; 0.2307; 0.2307; 0.2243; 0.2307
200; 0; 61985; 1.1863; 1.1033; 0.2049; 1.069; 1.1033; -3.4102; 0.9101
